,AICW_score,AICW_rank,FUCOM_score,FUCOM_rank,LBWA_score,LBWA_rank,MEREC_score,MEREC_rank,SD_score,SD_rank
117526,0.20687431450685004,165.0,0.21280173808170624,132.0,0.17610579613209357,171.0,0.06581985829205608,114.0,0.23743135568861234,106.0
117525,0.2475940957180207,108.0,0.2318123417845701,101.0,0.20417406982187652,128.0,0.06862667335531517,111.0,0.24957679806358818,92.0
96170,0.21751765910686774,151.0,0.20596393141113234,148.0,0.1852741945359492,154.0,0.05652387852355865,141.0,0.2306755859679323,119.0
93868,0.24239076360446088,120.0,0.2295419096095729,104.0,0.2012019135869326,132.0,0.05827343017721369,137.0,0.2468108947344746,97.0
93974,0.20987790187464347,162.0,0.19529791747195707,166.0,0.18191224212730925,160.0,0.08631368752723675,84.0,0.22579169772248278,131.0
4851,0.3533288077872822,17.0,0.2947340822469783,39.0,0.30205283724168813,31.0,0.24088262636918958,21.0,0.38222385849508017,23.0
146757,0.1604474800997808,201.0,0.12550040716457533,210.0,0.11535628763416836,210.0,0.017329404814164583,213.0,0.09097699612997787,210.0
157086,0.18870227601452147,180.0,0.21017268755824767,139.0,0.1712909942495675,177.0,0.05297630643513066,151.0,0.22969997703826414,121.0
90995,0.1471008046592787,208.0,0.16908392849408943,195.0,0.1404167184270832,204.0,0.03697103263170134,205.0,0.1780785118625165,187.0
154487,0.3217941148814253,31.0,0.4737827957452254,8.0,0.36569735888760335,13.0,0.3414922461724764,9.0,0.6155519970467158,5.0
154531,0.38493232332161964,8.0,0.4211266833876872,14.0,0.37320726083163985,11.0,0.18900594127078227,31.0,0.42564559613161385,19.0
154382,0.316681229811441,33.0,0.2838619893753583,45.0,0.26493011112199544,49.0,0.11374979992956079,61.0,0.3681500837389522,25.0
96525,0.40682287921184757,7.0,0.5566114192645542,4.0,0.46308319893601224,5.0,0.4344387198198044,5.0,0.6760740322878058,4.0
